GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	SLIMMED FROM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O24573	RP-P0	enables	GO:0005515	GO:0044877	protein-containing complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase		F
UniProtKB	O24585	CR4	enables	GO:0005515	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:18539132		4577	UniProt		F
UniProtKB	O24595	GST5	enables	GO:0016740	GO:0004364	glutathione transferase activity	ECO:0000314	IDA	PMID:10527424		4577	AgBase		F
UniProtKB	O24595	GST5	enables	GO:0005515	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:10527424		4577	AgBase		F
UniProtKB	O24595	GST5	enables	GO:0005515	GO:0046982	protein heterodimerization activity	ECO:0000314	IDA	PMID:10527424		4577	AgBase		F
UniProtKB	O48950	TATB	enables	GO:0005215	GO:0009977	proton motive force dependent protein transmembrane transporter activity	ECO:0000314	IDA	PMID:9367960		4577	UniProt		F
UniProtKB	O48950	TATB	enables	GO:0005215	GO:0009977	proton motive force dependent protein transmembrane transporter activity	ECO:0000314	IDA	PMID:10402459		4577	UniProt		F
UniProtKB	O49163	Hm1	enables	GO:0003824	GO:0016491	oxidoreductase activity	ECO:0000314	IDA	PMID:16668492		4577	UniProt		F
UniProtKB	O49163	Hm1	enables	GO:0003824	GO:0004033	aldo-keto reductase (NADP) activity	ECO:0000314	IDA	PMID:16668492		4577	UniProt		F
UniProtKB	O49973	KAPP	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:9263453	UniProtKB:O49974	4577	IntAct		F
UniProtKB	O49974	KIK1	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:10393905	UniProtKB:P46014	4577	IntAct		F
UniProtKB	O49974	KIK1	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:9263453	UniProtKB:O49973	4577	IntAct		F
UniProtKB	O64409	gor1	enables	GO:0003824	GO:0004362	glutathione-disulfide reductase (NADP) activity	ECO:0000314	IDA	DOI:10.1007/s11738-008-0134-x		4577	AgBase		F
UniProtKB	O64411	MPAO1	enables	GO:0003824	GO:0046592	polyamine oxidase activity	ECO:0000314	IDA	PMID:16331971		4577	UniProt		F
UniProtKB	O64411	MPAO1	enables	GO:0000166	GO:0050660	flavin adenine dinucleotide binding	ECO:0000314	IDA	PMID:16331971		4577	UniProt		F
UniProtKB	O64964	TIP1-1	enables	GO:0005215	GO:0015250	water channel activity	ECO:0000314	IDA	PMID:9701570		4577	AgBase		F
UniProtKB	O80413	103627788	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17981999	UniProtKB:F4KCL7	4577	IntAct		F
UniProtKB	O80413	103627788	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17981999	UniProtKB:O64471	4577	IntAct		F
UniProtKB	O80413	103627788	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17981999	UniProtKB:P82805	4577	IntAct		F
UniProtKB	O80429	FDX2	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:18632977	UniProtKB:Q8JNK2	4577	AgBase		F
UniProtKB	O82423	541677	enables	GO:0000166	GO:0005524	ATP binding	ECO:0000314	IDA	PMID:9756901		4577	AgBase		F
UniProtKB	O82423	541677	enables	GO:0016301	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	ECO:0000314	IDA	PMID:9756901		4577	AgBase		F
UniProtKB	O82424	O82424	enables	GO:0000166	GO:0005524	ATP binding	ECO:0000314	IDA	PMID:9756901		4577	AgBase		F
UniProtKB	O82424	O82424	enables	GO:0016301	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	ECO:0000314	IDA	PMID:9756901		4577	AgBase		F
UniProtKB	P04711	PEP1	enables	GO:0003824	GO:0008964	phosphoenolpyruvate carboxylase activity	ECO:0000314	IDA	PMID:20600561		4577	CACAO		F
UniProtKB	P04907	GST3	enables	GO:0016740	GO:0004364	glutathione transferase activity	ECO:0000314	IDA	PMID:3532034		4577	AgBase		F
UniProtKB	P05494	ATPA	enables	GO:0005515	GO:0051087	protein-folding chaperone binding	ECO:0000353	IPI	PMID:1973526	UniProtKB:P29185	4577	AgBase		F
UniProtKB	P08440	P08440	enables	GO:0003824	GO:0004332	fructose-bisphosphate aldolase activity	ECO:0000314	IDA	PMID:1664617		4577	AgBase		F
UniProtKB	P09233	SODA.4	enables	GO:0003824	GO:0004784	superoxide dismutase activity	ECO:0000314	IDA	PMID:1516816		4577	AgBase		F
UniProtKB	P12365	CAT2	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17314079		4577	AgBase		F
UniProtKB	P12365	CAT2	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17555277		4577	AgBase		F
UniProtKB	P12365	CAT2	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:11903976		4577	AgBase		F
UniProtKB	P12365	CAT2	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P18122	4577	AgBase		F
UniProtKB	P12365	CAT2	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P12365	4577	AgBase		F
UniProtKB	P12365	CAT2	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:11903976	UniProtKB:P18122	4577	AgBase		F
UniProtKB	P12653	GST1	enables	GO:0016740	GO:0004364	glutathione transferase activity	ECO:0000314	IDA	PMID:9417926		4577	AgBase		F
UniProtKB	P12950	DHN1	enables	GO:0008289	GO:0008289	lipid binding	ECO:0000269	EXP	PMID:12529538		4577	DisProt		F
UniProtKB	P12950	DHN1	enables	GO:0008289	GO:0001786	phosphatidylserine binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA		F
UniProtKB	P12950	DHN1	enables	GO:0008289	GO:0035091	phosphatidylinositol binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA		F
UniProtKB	P12950	DHN1	enables	GO:0008289	GO:0070300	phosphatidic acid binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA		F
UniProtKB	P12950	DHN1	enables	GO:0008289	GO:1901611	phosphatidylglycerol binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA		F
UniProtKB	P13526	LC	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17940002	UniProtKB:A6YRS1	4577	IntAct		F
UniProtKB	P13689	ABP1	enables	GO:0005488	GO:0010011	auxin binding	ECO:0000314	IDA	PMID:12065401		4577	UniProt		F
UniProtKB	P13689	ABP1	enables	GO:0005488	GO:0008270	zinc ion binding	ECO:0000314	IDA	PMID:12065401		4577	UniProt		F
UniProtKB	P17571	NNR1	enables	GO:0003824	GO:0009703	nitrate reductase (NADH) activity	ECO:0000314	IDA	PMID:2189408		4577	UniProt		F
UniProtKB	P17571	NNR1	enables	GO:0000166	GO:0071949	FAD binding	ECO:0000314	IDA	PMID:7812715		4577	UniProt		F
UniProtKB	P17571	NNR1	enables	GO:0003824	GO:0009703	nitrate reductase (NADH) activity	ECO:0000315	IMP	PMID:8188655		4577	UniProt		F
UniProtKB	P18122	CAT1	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17314079		4577	AgBase		F
UniProtKB	P18122	CAT1	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17555277		4577	AgBase		F
UniProtKB	P18122	CAT1	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:11903976		4577	AgBase		F
UniProtKB	P18122	CAT1	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:12223775		4577	AgBase		F
UniProtKB	P18122	CAT1	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P12365	4577	AgBase		F
UniProtKB	P18122	CAT1	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P18122	4577	AgBase		F
UniProtKB	P18122	CAT1	enables	GO:0005515	GO:0005515	protein binding	ECO:0000353	IPI	PMID:11903976	UniProtKB:P12365	4577	AgBase		F
UniProtKB	P18123	CAT3	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17314079		4577	AgBase		F
UniProtKB	P18123	CAT3	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17555277		4577	AgBase		F
UniProtKB	P18123	CAT3	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:11903976		4577	AgBase		F
UniProtKB	P18123	CAT3	enables	GO:0003824	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:12223775		4577	AgBase		F
