GO:0009991	biological_process	response to extracellular stimulus
GO:0009987	biological_process	cellular process
GO:0007275	biological_process	multicellular organism development
GO:0044281	biological_process	small molecule metabolic process
GO:0044283	biological_process	small molecule biosynthetic process
GO:0044282	biological_process	small molecule catabolic process
GO:0019290	biological_process	siderophore biosynthetic process
GO:0044238	biological_process	primary metabolic process
GO:0044237	biological_process	cellular metabolic process
GO:0044242	biological_process	cellular lipid catabolic process
GO:0044249	biological_process	cellular biosynthetic process
GO:0044248	biological_process	cellular catabolic process
GO:0071840	biological_process	cellular component organization or biogenesis
GO:0044255	biological_process	cellular lipid metabolic process
GO:0044272	biological_process	sulfur compound biosynthetic process
GO:0044271	biological_process	cellular nitrogen compound biosynthetic process
GO:0019438	biological_process	aromatic compound biosynthetic process
GO:0071934	biological_process	thiamine transmembrane transport
GO:0007389	biological_process	pattern specification process
GO:1900865	biological_process	chloroplast RNA modification
GO:1900871	biological_process	chloroplast mRNA modification
GO:0006612	biological_process	protein targeting to membrane
GO:0006605	biological_process	protein targeting
GO:0043632	biological_process	modification-dependent macromolecule catabolic process
GO:0043647	biological_process	inositol phosphate metabolic process
GO:0016051	biological_process	carbohydrate biosynthetic process
GO:0031668	biological_process	cellular response to extracellular stimulus
GO:0031669	biological_process	cellular response to nutrient levels
GO:0016049	biological_process	cell growth
GO:0043562	biological_process	cellular response to nitrogen levels
GO:0006714	biological_process	sesquiterpenoid metabolic process
GO:0006715	biological_process	farnesol biosynthetic process
GO:0006750	biological_process	glutathione biosynthetic process
GO:0006749	biological_process	glutathione metabolic process
GO:0016106	biological_process	sesquiterpenoid biosynthetic process
GO:0006511	biological_process	ubiquitin-dependent protein catabolic process
GO:0006508	biological_process	proteolysis
GO:0006576	biological_process	biogenic amine metabolic process
GO:0006595	biological_process	polyamine metabolic process
GO:0006598	biological_process	polyamine catabolic process
GO:0016487	biological_process	farnesol metabolic process
GO:0110053	biological_process	regulation of actin filament organization
GO:0090150	biological_process	establishment of protein localization to membrane
GO:0006801	biological_process	superoxide metabolic process
GO:0016310	biological_process	phosphorylation
GO:0006995	biological_process	cellular response to nitrogen starvation
GO:0043953	biological_process	protein transport by the Tat complex
GO:0016093	biological_process	polyprenol metabolic process
GO:0016094	biological_process	polyprenol biosynthetic process
GO:0016098	biological_process	monoterpenoid metabolic process
GO:0016099	biological_process	monoterpenoid biosynthetic process
GO:0065008	biological_process	regulation of biological quality
GO:0065002	biological_process	intracellular protein transmembrane transport
GO:0065009	biological_process	regulation of molecular function
GO:0043693	biological_process	monoterpene biosynthetic process
GO:0043692	biological_process	monoterpene metabolic process
GO:0090066	biological_process	regulation of anatomical structure size
GO:0006457	biological_process	protein folding
GO:0043413	biological_process	macromolecule glycosylation
GO:0006486	biological_process	protein glycosylation
GO:0006468	biological_process	protein phosphorylation
GO:0031333	biological_process	negative regulation of protein-containing complex assembly
GO:0051493	biological_process	regulation of cytoskeleton organization
GO:0051494	biological_process	negative regulation of cytoskeleton organization
GO:1903046	biological_process	meiotic cell cycle process
GO:0050790	biological_process	regulation of catalytic activity
GO:0051129	biological_process	negative regulation of cellular component organization
GO:0051128	biological_process	regulation of cellular component organization
GO:0051156	biological_process	glucose 6-phosphate metabolic process
GO:0051651	biological_process	maintenance of location in cell
GO:0051668	biological_process	localization within membrane
GO:0051604	biological_process	protein maturation
GO:0051603	biological_process	proteolysis involved in protein catabolic process
GO:0061077	biological_process	chaperone-mediated protein folding
GO:1903448	biological_process	geraniol biosynthetic process
GO:1903446	biological_process	geraniol metabolic process
GO:0000002	biological_process	mitochondrial genome maintenance
GO:0098771	biological_process	inorganic ion homeostasis
GO:0002215	biological_process	defense response to nematode
GO:0051258	biological_process	protein polymerization
GO:0051276	biological_process	chromosome organization
GO:0110102	biological_process	ribulose bisphosphate carboxylase complex assembly
GO:0051235	biological_process	maintenance of location
GO:0000160	biological_process	phosphorelay signal transduction system
GO:0043254	biological_process	regulation of protein-containing complex assembly
GO:0016598	biological_process	protein arginylation
GO:0090480	biological_process	purine nucleotide-sugar transmembrane transport
GO:0006833	biological_process	water transport
GO:0006820	biological_process	monoatomic anion transport
GO:0006811	biological_process	monoatomic ion transport
GO:0006812	biological_process	monoatomic cation transport
GO:0006886	biological_process	intracellular protein transport
GO:0006873	biological_process	intracellular monoatomic ion homeostasis
GO:0006874	biological_process	intracellular calcium ion homeostasis
GO:0098662	biological_process	inorganic cation transmembrane transport
GO:0072594	biological_process	establishment of protein localization to organelle
GO:0072593	biological_process	reactive oxygen species metabolic process
GO:0072598	biological_process	protein localization to chloroplast
GO:0072596	biological_process	establishment of protein localization to chloroplast
GO:0060560	biological_process	developmental growth involved in morphogenesis
GO:1901698	biological_process	response to nitrogen compound
GO:0035556	biological_process	intracellular signal transduction
GO:1901654	biological_process	response to ketone
GO:0006259	biological_process	DNA metabolic process
GO:0018202	biological_process	peptidyl-histidine modification
GO:0070727	biological_process	cellular macromolecule localization
