GOID,ONTOLOGY,TERM,LINK
GO:0033478,BP,UDP-rhamnose metabolic process,http://purl.obolibrary.org/obo/GO_0033478
GO:0033481,BP,galacturonate biosynthetic process,http://purl.obolibrary.org/obo/GO_0033481
GO:0033484,BP,nitric oxide homeostasis,http://purl.obolibrary.org/obo/GO_0033484
GO:0033485,BP,cyanidin 3-O-glucoside biosynthetic process,http://purl.obolibrary.org/obo/GO_0033485
GO:0033486,BP,delphinidin 3-O-glucoside biosynthetic process,http://purl.obolibrary.org/obo/GO_0033486
GO:0033491,BP,coniferin metabolic process,http://purl.obolibrary.org/obo/GO_0033491
GO:0033494,BP,ferulate metabolic process,http://purl.obolibrary.org/obo/GO_0033494
GO:0033499,BP,galactose catabolic process via UDP-galactose,http://purl.obolibrary.org/obo/GO_0033499
GO:0033500,BP,carbohydrate homeostasis,http://purl.obolibrary.org/obo/GO_0033500
GO:0033503,CC,HULC complex,http://purl.obolibrary.org/obo/GO_0033503
GO:0033506,BP,glucosinolate biosynthetic process from homomethionine,http://purl.obolibrary.org/obo/GO_0033506
GO:0033510,BP,luteolin metabolic process,http://purl.obolibrary.org/obo/GO_0033510
GO:0033511,BP,luteolin biosynthetic process,http://purl.obolibrary.org/obo/GO_0033511
GO:0033517,BP,myo-inositol hexakisphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0033517
GO:0033519,BP,phytyl diphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0033519
GO:0033520,BP,phytol biosynthetic process,http://purl.obolibrary.org/obo/GO_0033520
GO:0033521,BP,phytyl diphosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0033521
GO:0033524,BP,sinapate ester metabolic process,http://purl.obolibrary.org/obo/GO_0033524
GO:0033525,BP,sinapate ester biosynthetic process,http://purl.obolibrary.org/obo/GO_0033525
GO:0033528,BP,S-methylmethionine cycle,http://purl.obolibrary.org/obo/GO_0033528
GO:0033529,BP,raffinose biosynthetic process,http://purl.obolibrary.org/obo/GO_0033529
GO:0033530,BP,raffinose metabolic process,http://purl.obolibrary.org/obo/GO_0033530
GO:0033539,BP,fatty acid beta-oxidation using acyl-CoA dehydrogenase,http://purl.obolibrary.org/obo/GO_0033539
GO:0033540,BP,fatty acid beta-oxidation using acyl-CoA oxidase,http://purl.obolibrary.org/obo/GO_0033540
GO:0033542,BP,"fatty acid beta-oxidation, unsaturated, even number",http://purl.obolibrary.org/obo/GO_0033542
GO:0033549,MF,MAP kinase phosphatase activity,http://purl.obolibrary.org/obo/GO_0033549
GO:0033550,MF,MAP kinase tyrosine phosphatase activity,http://purl.obolibrary.org/obo/GO_0033550
GO:0033553,CC,rDNA heterochromatin,http://purl.obolibrary.org/obo/GO_0033553
GO:0033554,BP,cellular response to stress,http://purl.obolibrary.org/obo/GO_0033554
GO:0033557,CC,Slx1-Slx4 complex,http://purl.obolibrary.org/obo/GO_0033557
GO:0033558,MF,protein deacetylase activity,http://purl.obolibrary.org/obo/GO_0033558
GO:0033559,BP,unsaturated fatty acid metabolic process,http://purl.obolibrary.org/obo/GO_0033559
GO:0033565,CC,ESCRT-0 complex,http://purl.obolibrary.org/obo/GO_0033565
GO:0033566,BP,gamma-tubulin complex localization,http://purl.obolibrary.org/obo/GO_0033566
GO:0033573,CC,high-affinity iron permease complex,http://purl.obolibrary.org/obo/GO_0033573
GO:0033588,CC,elongator holoenzyme complex,http://purl.obolibrary.org/obo/GO_0033588
GO:0033591,BP,response to L-ascorbic acid,http://purl.obolibrary.org/obo/GO_0033591
GO:0033597,CC,mitotic checkpoint complex,http://purl.obolibrary.org/obo/GO_0033597
GO:0033609,BP,oxalate metabolic process,http://purl.obolibrary.org/obo/GO_0033609
GO:0033611,BP,oxalate catabolic process,http://purl.obolibrary.org/obo/GO_0033611
GO:0033612,MF,receptor serine/threonine kinase binding,http://purl.obolibrary.org/obo/GO_0033612
GO:0033614,BP,chloroplast proton-transporting ATP synthase complex assembly,http://purl.obolibrary.org/obo/GO_0033614
GO:0033615,BP,mitochondrial proton-transporting ATP synthase complex assembly,http://purl.obolibrary.org/obo/GO_0033615
GO:0033617,BP,mitochondrial cytochrome c oxidase assembly,http://purl.obolibrary.org/obo/GO_0033617
GO:0033619,BP,membrane protein proteolysis,http://purl.obolibrary.org/obo/GO_0033619
GO:0033643,CC,host cell part,http://purl.obolibrary.org/obo/GO_0033643
GO:0033644,CC,host cell membrane,http://purl.obolibrary.org/obo/GO_0033644
GO:0033646,CC,host intracellular part,http://purl.obolibrary.org/obo/GO_0033646
GO:0033647,CC,host intracellular organelle,http://purl.obolibrary.org/obo/GO_0033647
GO:0033648,CC,host intracellular membrane-bounded organelle,http://purl.obolibrary.org/obo/GO_0033648
GO:0033655,CC,host cell cytoplasm part,http://purl.obolibrary.org/obo/GO_0033655
GO:0033673,BP,negative regulation of kinase activity,http://purl.obolibrary.org/obo/GO_0033673
GO:0033674,BP,positive regulation of kinase activity,http://purl.obolibrary.org/obo/GO_0033674
GO:0033699,MF,DNA 5'-adenosine monophosphate hydrolase activity,http://purl.obolibrary.org/obo/GO_0033699
GO:0033707,MF,3''-deamino-3''-oxonicotianamine reductase activity,http://purl.obolibrary.org/obo/GO_0033707
GO:0033721,MF,aldehyde dehydrogenase (NADP+) activity,http://purl.obolibrary.org/obo/GO_0033721
GO:0033729,MF,anthocyanidin reductase activity,http://purl.obolibrary.org/obo/GO_0033729
GO:0033743,MF,peptide-methionine (R)-S-oxide reductase activity,http://purl.obolibrary.org/obo/GO_0033743
GO:0033744,MF,L-methionine:thioredoxin-disulfide S-oxidoreductase activity,http://purl.obolibrary.org/obo/GO_0033744
GO:0033745,MF,L-methionine-(R)-S-oxide reductase activity,http://purl.obolibrary.org/obo/GO_0033745
GO:0033746,MF,histone H3-methyl-arginine-2 demethylase activity,http://purl.obolibrary.org/obo/GO_0033746
GO:0033749,MF,histone H3-methyl-arginine-3 demethylase activity,http://purl.obolibrary.org/obo/GO_0033749
GO:0033750,BP,ribosome localization,http://purl.obolibrary.org/obo/GO_0033750
GO:0033759,MF,flavone synthase activity,http://purl.obolibrary.org/obo/GO_0033759
GO:0033760,MF,2'-deoxymugineic-acid 2'-dioxygenase activity,http://purl.obolibrary.org/obo/GO_0033760
GO:0033764,MF,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",http://purl.obolibrary.org/obo/GO_0033764
GO:0033765,MF,"steroid dehydrogenase activity, acting on the CH-CH group of donors",http://purl.obolibrary.org/obo/GO_0033765
GO:0033768,CC,SUMO-targeted ubiquitin ligase complex,http://purl.obolibrary.org/obo/GO_0033768
GO:0033785,MF,heptose 7-phosphate kinase activity,http://purl.obolibrary.org/obo/GO_0033785
GO:0033786,MF,heptose-1-phosphate adenylyltransferase activity,http://purl.obolibrary.org/obo/GO_0033786
GO:0033793,MF,aureusidin synthase activity,http://purl.obolibrary.org/obo/GO_0033793
GO:0033799,MF,myricetin 3'-O-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0033799
GO:0033800,MF,isoflavone 7-O-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0033800
GO:0033802,MF,isoliquiritigenin 2'-O-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0033802
GO:0033803,MF,kaempferol 4'-O-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0033803
GO:0033809,MF,anthocyanin 6''-O-malonyltransferase activity,http://purl.obolibrary.org/obo/GO_0033809
GO:0033810,MF,anthocyanin 5-O-glucoside 6'''-O-malonyltransferase activity,http://purl.obolibrary.org/obo/GO_0033810
GO:0033815,MF,biphenyl synthase activity,http://purl.obolibrary.org/obo/GO_0033815
GO:0033819,MF,lipoyl(octanoyl) transferase activity,http://purl.obolibrary.org/obo/GO_0033819
GO:0033838,MF,flavonol-3-O-glucoside glucosyltransferase activity,http://purl.obolibrary.org/obo/GO_0033838
GO:0033843,MF,xyloglucan 6-xylosyltransferase activity,http://purl.obolibrary.org/obo/GO_0033843
GO:0033849,MF,chrysanthemyl diphosphate synthase activity,http://purl.obolibrary.org/obo/GO_0033849
GO:0033853,MF,aspartate-prephenate aminotransferase activity,http://purl.obolibrary.org/obo/GO_0033853
GO:0033854,MF,glutamate-prephenate aminotransferase activity,http://purl.obolibrary.org/obo/GO_0033854
GO:0033855,MF,nicotianamine aminotransferase activity,http://purl.obolibrary.org/obo/GO_0033855
GO:0033857,MF,diphosphoinositol-pentakisphosphate kinase activity,http://purl.obolibrary.org/obo/GO_0033857
GO:0033862,MF,UMP kinase activity,http://purl.obolibrary.org/obo/GO_0033862
GO:0033865,BP,nucleoside bisphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0033865
GO:0033866,BP,nucleoside bisphosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0033866
GO:0033869,BP,nucleoside bisphosphate catabolic process,http://purl.obolibrary.org/obo/GO_0033869
GO:0033875,BP,ribonucleoside bisphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0033875
GO:0033878,MF,hormone-sensitive lipase activity,http://purl.obolibrary.org/obo/GO_0033878
GO:0033902,MF,rRNA endonuclease activity,http://purl.obolibrary.org/obo/GO_0033902
GO:0033907,MF,beta-D-fucosidase activity,http://purl.obolibrary.org/obo/GO_0033907
GO:0033919,MF,"glucan 1,3-alpha-glucosidase activity",http://purl.obolibrary.org/obo/GO_0033919
GO:0033925,MF,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,http://purl.obolibrary.org/obo/GO_0033925
GO:0033946,MF,"xyloglucan-specific endo-beta-1,4-glucanase activity",http://purl.obolibrary.org/obo/GO_0033946
GO:0033962,BP,P-body assembly,http://purl.obolibrary.org/obo/GO_0033962
GO:0033967,BP,box C/D RNA metabolic process,http://purl.obolibrary.org/obo/GO_0033967
GO:0033971,MF,hydroxyisourate hydrolase activity,http://purl.obolibrary.org/obo/GO_0033971
GO:0033979,BP,box H/ACA RNA metabolic process,http://purl.obolibrary.org/obo/GO_0033979
GO:0033984,MF,indole-3-glycerol-phosphate lyase activity,http://purl.obolibrary.org/obo/GO_0033984
GO:0033987,MF,2-hydroxyisoflavanone dehydratase activity,http://purl.obolibrary.org/obo/GO_0033987
GO:0033993,BP,response to lipid,http://purl.obolibrary.org/obo/GO_0033993
GO:0034002,MF,(R)-limonene synthase activity,http://purl.obolibrary.org/obo/GO_0034002
GO:0034005,MF,germacrene-A synthase activity,http://purl.obolibrary.org/obo/GO_0034005
GO:0034006,MF,"amorpha-4,11-diene synthase activity",http://purl.obolibrary.org/obo/GO_0034006
GO:0034007,MF,S-linalool synthase activity,http://purl.obolibrary.org/obo/GO_0034007
GO:0034008,MF,R-linalool synthase activity,http://purl.obolibrary.org/obo/GO_0034008
GO:0034009,MF,isoprene synthase activity,http://purl.obolibrary.org/obo/GO_0034009
GO:0034020,MF,neoxanthin synthase activity,http://purl.obolibrary.org/obo/GO_0034020
GO:0034030,BP,ribonucleoside bisphosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0034030
GO:0034031,BP,ribonucleoside bisphosphate catabolic process,http://purl.obolibrary.org/obo/GO_0034031
GO:0034032,BP,purine nucleoside bisphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0034032
GO:0034033,BP,purine nucleoside bisphosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0034033
GO:0034034,BP,purine nucleoside bisphosphate catabolic process,http://purl.obolibrary.org/obo/GO_0034034
GO:0034035,BP,purine ribonucleoside bisphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0034035
GO:0034036,BP,purine ribonucleoside bisphosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0034036
GO:0034038,MF,deoxyhypusine synthase activity,http://purl.obolibrary.org/obo/GO_0034038
GO:0034039,MF,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",http://purl.obolibrary.org/obo/GO_0034039
GO:0034040,MF,ATPase-coupled lipid transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0034040
GO:0034044,CC,exomer complex,http://purl.obolibrary.org/obo/GO_0034044
GO:0034045,CC,phagophore assembly site membrane,http://purl.obolibrary.org/obo/GO_0034045
GO:0034046,MF,poly(G) binding,http://purl.obolibrary.org/obo/GO_0034046
GO:0034050,BP,programmed cell death induced by symbiont,http://purl.obolibrary.org/obo/GO_0034050
GO:0034051,BP,negative regulation of plant-type hypersensitive response,http://purl.obolibrary.org/obo/GO_0034051
GO:0034052,BP,positive regulation of plant-type hypersensitive response,http://purl.obolibrary.org/obo/GO_0034052
GO:0034058,BP,endosomal vesicle fusion,http://purl.obolibrary.org/obo/GO_0034058
GO:0034059,BP,response to anoxia,http://purl.obolibrary.org/obo/GO_0034059
GO:0034061,MF,DNA polymerase activity,http://purl.obolibrary.org/obo/GO_0034061
GO:0034062,MF,5'-3' RNA polymerase activity,http://purl.obolibrary.org/obo/GO_0034062
GO:0034063,BP,stress granule assembly,http://purl.obolibrary.org/obo/GO_0034063
GO:0034066,CC,Ric1-Rgp1 guanyl-nucleotide exchange factor complex,http://purl.obolibrary.org/obo/GO_0034066
GO:0034067,BP,protein localization to Golgi apparatus,http://purl.obolibrary.org/obo/GO_0034067
GO:0034074,MF,marneral synthase activity,http://purl.obolibrary.org/obo/GO_0034074
GO:0034075,MF,arabidiol synthase activity,http://purl.obolibrary.org/obo/GO_0034075
GO:0034076,MF,cucurbitadienol synthase activity,http://purl.obolibrary.org/obo/GO_0034076
GO:0034077,BP,butanediol metabolic process,http://purl.obolibrary.org/obo/GO_0034077
GO:0034079,BP,butanediol biosynthetic process,http://purl.obolibrary.org/obo/GO_0034079
GO:0034080,BP,CENP-A containing nucleosome assembly,http://purl.obolibrary.org/obo/GO_0034080
GO:0034081,CC,polyketide synthase complex,http://purl.obolibrary.org/obo/GO_0034081
GO:0034085,BP,establishment of sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034085
GO:0034086,BP,maintenance of sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034086
GO:0034087,BP,establishment of mitotic sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034087
GO:0034088,BP,maintenance of mitotic sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034088
GO:0034089,BP,establishment of meiotic sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034089
GO:0034090,BP,maintenance of meiotic sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034090
GO:0034091,BP,regulation of maintenance of sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034091
GO:0034093,BP,positive regulation of maintenance of sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034093
GO:0034094,BP,regulation of maintenance of meiotic sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034094
GO:0034096,BP,positive regulation of maintenance of meiotic sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0034096
GO:0034097,BP,response to cytokine,http://purl.obolibrary.org/obo/GO_0034097
GO:0034098,CC,VCP-NPL4-UFD1 AAA ATPase complex,http://purl.obolibrary.org/obo/GO_0034098
GO:0034109,BP,homotypic cell-cell adhesion,http://purl.obolibrary.org/obo/GO_0034109
GO:0034110,BP,regulation of homotypic cell-cell adhesion,http://purl.obolibrary.org/obo/GO_0034110
GO:0034112,BP,positive regulation of homotypic cell-cell adhesion,http://purl.obolibrary.org/obo/GO_0034112
GO:0034117,BP,erythrocyte aggregation,http://purl.obolibrary.org/obo/GO_0034117
GO:0034118,BP,regulation of erythrocyte aggregation,http://purl.obolibrary.org/obo/GO_0034118
GO:0034120,BP,positive regulation of erythrocyte aggregation,http://purl.obolibrary.org/obo/GO_0034120
GO:0034196,BP,acylglycerol transport,http://purl.obolibrary.org/obo/GO_0034196
GO:0034197,BP,triglyceride transport,http://purl.obolibrary.org/obo/GO_0034197
GO:0034198,BP,cellular response to amino acid starvation,http://purl.obolibrary.org/obo/GO_0034198
GO:0034203,BP,glycolipid translocation,http://purl.obolibrary.org/obo/GO_0034203
GO:0034204,BP,lipid translocation,http://purl.obolibrary.org/obo/GO_0034204
GO:0034205,BP,amyloid-beta formation,http://purl.obolibrary.org/obo/GO_0034205
GO:0034212,MF,peptide N-acetyltransferase activity,http://purl.obolibrary.org/obo/GO_0034212
GO:0034213,BP,quinolinate catabolic process,http://purl.obolibrary.org/obo/GO_0034213
GO:0034214,BP,protein hexamerization,http://purl.obolibrary.org/obo/GO_0034214
GO:0034219,BP,carbohydrate transmembrane transport,http://purl.obolibrary.org/obo/GO_0034219
GO:0034220,BP,ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0034220
GO:0034224,BP,cellular response to zinc ion starvation,http://purl.obolibrary.org/obo/GO_0034224
GO:0034227,BP,tRNA thio-modification,http://purl.obolibrary.org/obo/GO_0034227
GO:0034236,MF,protein kinase A catalytic subunit binding,http://purl.obolibrary.org/obo/GO_0034236
GO:0034237,MF,protein kinase A regulatory subunit binding,http://purl.obolibrary.org/obo/GO_0034237
GO:0034243,BP,regulation of transcription elongation from RNA polymerase II promoter,http://purl.obolibrary.org/obo/GO_0034243
GO:0034244,BP,negative regulation of transcription elongation from RNA polymerase II promoter,http://purl.obolibrary.org/obo/GO_0034244
GO:0034245,CC,mitochondrial DNA-directed RNA polymerase complex,http://purl.obolibrary.org/obo/GO_0034245
GO:0034247,BP,snoRNA splicing,http://purl.obolibrary.org/obo/GO_0034247
GO:0034248,BP,regulation of cellular amide metabolic process,http://purl.obolibrary.org/obo/GO_0034248
GO:0034250,BP,positive regulation of cellular amide metabolic process,http://purl.obolibrary.org/obo/GO_0034250
GO:0034256,MF,chlorophyll(ide) b reductase activity,http://purl.obolibrary.org/obo/GO_0034256
GO:0034263,BP,positive regulation of autophagy in response to ER overload,http://purl.obolibrary.org/obo/GO_0034263
GO:0034264,BP,isopentenyl adenine metabolic process,http://purl.obolibrary.org/obo/GO_0034264
GO:0034265,BP,isopentenyl adenine biosynthetic process,http://purl.obolibrary.org/obo/GO_0034265
GO:0034271,CC,"phosphatidylinositol 3-kinase complex, class III, type I",http://purl.obolibrary.org/obo/GO_0034271
GO:0034272,CC,"phosphatidylinositol 3-kinase complex, class III, type II",http://purl.obolibrary.org/obo/GO_0034272
GO:0034274,CC,Atg12-Atg5-Atg16 complex,http://purl.obolibrary.org/obo/GO_0034274
GO:0034284,BP,response to monosaccharide,http://purl.obolibrary.org/obo/GO_0034284
GO:0034285,BP,response to disaccharide,http://purl.obolibrary.org/obo/GO_0034285
GO:0034286,BP,response to maltose,http://purl.obolibrary.org/obo/GO_0034286
GO:0034293,BP,sexual sporulation,http://purl.obolibrary.org/obo/GO_0034293
GO:0034308,BP,primary alcohol metabolic process,http://purl.obolibrary.org/obo/GO_0034308
GO:0034309,BP,primary alcohol biosynthetic process,http://purl.obolibrary.org/obo/GO_0034309
GO:0034310,BP,primary alcohol catabolic process,http://purl.obolibrary.org/obo/GO_0034310
GO:0034311,BP,diol metabolic process,http://purl.obolibrary.org/obo/GO_0034311
GO:0034312,BP,diol biosynthetic process,http://purl.obolibrary.org/obo/GO_0034312
GO:0034314,BP,Arp2/3 complex-mediated actin nucleation,http://purl.obolibrary.org/obo/GO_0034314
GO:0034315,BP,regulation of Arp2/3 complex-mediated actin nucleation,http://purl.obolibrary.org/obo/GO_0034315
GO:0034318,MF,alcohol O-acyltransferase activity,http://purl.obolibrary.org/obo/GO_0034318
GO:0034329,BP,cell junction assembly,http://purl.obolibrary.org/obo/GO_0034329
GO:0034330,BP,cell junction organization,http://purl.obolibrary.org/obo/GO_0034330
GO:0034335,MF,DNA negative supercoiling activity,http://purl.obolibrary.org/obo/GO_0034335
GO:0034336,MF,misfolded RNA binding,http://purl.obolibrary.org/obo/GO_0034336
GO:0034337,BP,RNA folding,http://purl.obolibrary.org/obo/GO_0034337
GO:0034338,MF,short-chain carboxylesterase activity,http://purl.obolibrary.org/obo/GO_0034338
GO:0034353,MF,RNA pyrophosphohydrolase activity,http://purl.obolibrary.org/obo/GO_0034353
GO:0034355,BP,NAD salvage,http://purl.obolibrary.org/obo/GO_0034355
GO:0034356,BP,NAD biosynthesis via nicotinamide riboside salvage pathway,http://purl.obolibrary.org/obo/GO_0034356
GO:0034357,CC,photosynthetic membrane,http://purl.obolibrary.org/obo/GO_0034357
GO:0034367,BP,protein-containing complex remodeling,http://purl.obolibrary.org/obo/GO_0034367
GO:0034388,CC,Pwp2p-containing subcomplex of 90S preribosome,http://purl.obolibrary.org/obo/GO_0034388
GO:0034389,BP,lipid droplet organization,http://purl.obolibrary.org/obo/GO_0034389
GO:0034394,BP,protein localization to cell surface,http://purl.obolibrary.org/obo/GO_0034394
GO:0034397,BP,telomere localization,http://purl.obolibrary.org/obo/GO_0034397
GO:0034398,BP,telomere tethering at nuclear periphery,http://purl.obolibrary.org/obo/GO_0034398
GO:0034399,CC,nuclear periphery,http://purl.obolibrary.org/obo/GO_0034399
GO:0034400,CC,gerontoplast,http://purl.obolibrary.org/obo/GO_0034400
GO:0034404,BP,nucleobase-containing small molecule biosynthetic process,http://purl.obolibrary.org/obo/GO_0034404
GO:0034406,BP,cell wall beta-glucan metabolic process,http://purl.obolibrary.org/obo/GO_0034406
GO:0034410,BP,cell wall beta-glucan biosynthetic process,http://purl.obolibrary.org/obo/GO_0034410
GO:0034425,CC,etioplast envelope,http://purl.obolibrary.org/obo/GO_0034425
GO:0034426,CC,etioplast membrane,http://purl.obolibrary.org/obo/GO_0034426
GO:0034432,MF,bis(5'-adenosyl)-pentaphosphatase activity,http://purl.obolibrary.org/obo/GO_0034432
GO:0034440,BP,lipid oxidation,http://purl.obolibrary.org/obo/GO_0034440
GO:0034450,MF,ubiquitin-ubiquitin ligase activity,http://purl.obolibrary.org/obo/GO_0034450
GO:0034453,BP,microtubule anchoring,http://purl.obolibrary.org/obo/GO_0034453
GO:0034454,BP,microtubule anchoring at centrosome,http://purl.obolibrary.org/obo/GO_0034454
GO:0034455,CC,t-UTP complex,http://purl.obolibrary.org/obo/GO_0034455
GO:0034456,CC,UTP-C complex,http://purl.obolibrary.org/obo/GO_0034456
GO:0034457,CC,Mpp10 complex,http://purl.obolibrary.org/obo/GO_0034457
GO:0034462,BP,small-subunit processome assembly,http://purl.obolibrary.org/obo/GO_0034462
GO:0034464,CC,BBSome,http://purl.obolibrary.org/obo/GO_0034464
GO:0034472,BP,snRNA 3'-end processing,http://purl.obolibrary.org/obo/GO_0034472
GO:0034473,BP,U1 snRNA 3'-end processing,http://purl.obolibrary.org/obo/GO_0034473
GO:0034474,BP,U2 snRNA 3'-end processing,http://purl.obolibrary.org/obo/GO_0034474
GO:0034475,BP,U4 snRNA 3'-end processing,http://purl.obolibrary.org/obo/GO_0034475
GO:0034476,BP,U5 snRNA 3'-end processing,http://purl.obolibrary.org/obo/GO_0034476
GO:0034477,BP,U6 snRNA 3'-end processing,http://purl.obolibrary.org/obo/GO_0034477
GO:0034483,MF,heparan sulfate sulfotransferase activity,http://purl.obolibrary.org/obo/GO_0034483
GO:0034484,BP,raffinose catabolic process,http://purl.obolibrary.org/obo/GO_0034484
GO:0034485,MF,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",http://purl.obolibrary.org/obo/GO_0034485
GO:0034486,BP,vacuolar transmembrane transport,http://purl.obolibrary.org/obo/GO_0034486
GO:0034497,BP,protein localization to phagophore assembly site,http://purl.obolibrary.org/obo/GO_0034497
GO:0034498,BP,early endosome to Golgi transport,http://purl.obolibrary.org/obo/GO_0034498
GO:0034501,BP,protein localization to kinetochore,http://purl.obolibrary.org/obo/GO_0034501
GO:0034502,BP,protein localization to chromosome,http://purl.obolibrary.org/obo/GO_0034502
GO:0034504,BP,protein localization to nucleus,http://purl.obolibrary.org/obo/GO_0034504
GO:0034508,BP,centromere complex assembly,http://purl.obolibrary.org/obo/GO_0034508
GO:0034511,MF,U3 snoRNA binding,http://purl.obolibrary.org/obo/GO_0034511
GO:0034513,MF,box H/ACA snoRNA binding,http://purl.obolibrary.org/obo/GO_0034513
GO:0034515,CC,proteasome storage granule,http://purl.obolibrary.org/obo/GO_0034515
GO:0034517,BP,ribophagy,http://purl.obolibrary.org/obo/GO_0034517
GO:0034518,CC,RNA cap binding complex,http://purl.obolibrary.org/obo/GO_0034518
GO:0034551,BP,mitochondrial respiratory chain complex III assembly,http://purl.obolibrary.org/obo/GO_0034551
GO:0034552,BP,respiratory chain complex II assembly,http://purl.obolibrary.org/obo/GO_0034552
GO:0034553,BP,mitochondrial respiratory chain complex II assembly,http://purl.obolibrary.org/obo/GO_0034553
GO:0034587,BP,piRNA metabolic process,http://purl.obolibrary.org/obo/GO_0034587
GO:0034593,MF,phosphatidylinositol bisphosphate phosphatase activity,http://purl.obolibrary.org/obo/GO_0034593
GO:0034594,MF,phosphatidylinositol trisphosphate phosphatase activity,http://purl.obolibrary.org/obo/GO_0034594
GO:0034595,MF,phosphatidylinositol phosphate 5-phosphatase activity,http://purl.obolibrary.org/obo/GO_0034595
GO:0034596,MF,phosphatidylinositol phosphate 4-phosphatase activity,http://purl.obolibrary.org/obo/GO_0034596
GO:0034599,BP,cellular response to oxidative stress,http://purl.obolibrary.org/obo/GO_0034599
GO:0034601,MF,oxoglutarate dehydrogenase [NAD(P)+] activity,http://purl.obolibrary.org/obo/GO_0034601
GO:0034602,MF,oxoglutarate dehydrogenase (NAD+) activity,http://purl.obolibrary.org/obo/GO_0034602
GO:0034605,BP,cellular response to heat,http://purl.obolibrary.org/obo/GO_0034605
GO:0034614,BP,cellular response to reactive oxygen species,http://purl.obolibrary.org/obo/GO_0034614
GO:0034618,MF,arginine binding,http://purl.obolibrary.org/obo/GO_0034618
GO:0034620,BP,cellular response to unfolded protein,http://purl.obolibrary.org/obo/GO_0034620
GO:0034625,BP,"fatty acid elongation, monounsaturated fatty acid",http://purl.obolibrary.org/obo/GO_0034625
GO:0034626,BP,"fatty acid elongation, polyunsaturated fatty acid",http://purl.obolibrary.org/obo/GO_0034626
GO:0034627,BP,'de novo' NAD biosynthetic process,http://purl.obolibrary.org/obo/GO_0034627
GO:0034628,BP,'de novo' NAD biosynthetic process from aspartate,http://purl.obolibrary.org/obo/GO_0034628
GO:0034631,BP,microtubule anchoring at spindle pole body,http://purl.obolibrary.org/obo/GO_0034631
GO:0034635,BP,glutathione transport,http://purl.obolibrary.org/obo/GO_0034635
GO:0034638,BP,phosphatidylcholine catabolic process,http://purl.obolibrary.org/obo/GO_0034638
GO:0034639,MF,L-amino acid efflux transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0034639
GO:0034644,BP,cellular response to UV,http://purl.obolibrary.org/obo/GO_0034644
GO:0034647,MF,histone H3-tri/di/monomethyl-lysine-4 demethylase activity,http://purl.obolibrary.org/obo/GO_0034647
GO:0034654,BP,nucleobase-containing compound biosynthetic process,http://purl.obolibrary.org/obo/GO_0034654
GO:0034655,BP,nucleobase-containing compound catabolic process,http://purl.obolibrary.org/obo/GO_0034655
GO:0034656,BP,nucleobase-containing small molecule catabolic process,http://purl.obolibrary.org/obo/GO_0034656
GO:0034657,CC,GID complex,http://purl.obolibrary.org/obo/GO_0034657
GO:0034663,CC,endoplasmic reticulum chaperone complex,http://purl.obolibrary.org/obo/GO_0034663
GO:0034693,CC,U11/U12 snRNP,http://purl.obolibrary.org/obo/GO_0034693
GO:0034702,CC,ion channel complex,http://purl.obolibrary.org/obo/GO_0034702
GO:0034703,CC,cation channel complex,http://purl.obolibrary.org/obo/GO_0034703
GO:0034704,CC,calcium channel complex,http://purl.obolibrary.org/obo/GO_0034704
GO:0034705,CC,potassium channel complex,http://purl.obolibrary.org/obo/GO_0034705
GO:0034706,CC,sodium channel complex,http://purl.obolibrary.org/obo/GO_0034706
GO:0034708,CC,methyltransferase complex,http://purl.obolibrary.org/obo/GO_0034708
