GOID,ONTOLOGY,TERM,LINK
GO:0050659,MF,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity,http://purl.obolibrary.org/obo/GO_0050659
GO:0050660,MF,flavin adenine dinucleotide binding,http://purl.obolibrary.org/obo/GO_0050660
GO:0050661,MF,NADP binding,http://purl.obolibrary.org/obo/GO_0050661
GO:0050664,MF,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",http://purl.obolibrary.org/obo/GO_0050664
GO:0050665,BP,hydrogen peroxide biosynthetic process,http://purl.obolibrary.org/obo/GO_0050665
GO:0050667,BP,homocysteine metabolic process,http://purl.obolibrary.org/obo/GO_0050667
GO:0050673,BP,epithelial cell proliferation,http://purl.obolibrary.org/obo/GO_0050673
GO:0050684,BP,regulation of mRNA processing,http://purl.obolibrary.org/obo/GO_0050684
GO:0050685,BP,positive regulation of mRNA processing,http://purl.obolibrary.org/obo/GO_0050685
GO:0050687,BP,negative regulation of defense response to virus,http://purl.obolibrary.org/obo/GO_0050687
GO:0050688,BP,regulation of defense response to virus,http://purl.obolibrary.org/obo/GO_0050688
GO:0050691,BP,regulation of defense response to virus by host,http://purl.obolibrary.org/obo/GO_0050691
GO:0050708,BP,regulation of protein secretion,http://purl.obolibrary.org/obo/GO_0050708
GO:0050727,BP,regulation of inflammatory response,http://purl.obolibrary.org/obo/GO_0050727
GO:0050729,BP,positive regulation of inflammatory response,http://purl.obolibrary.org/obo/GO_0050729
GO:0050730,BP,regulation of peptidyl-tyrosine phosphorylation,http://purl.obolibrary.org/obo/GO_0050730
GO:0050731,BP,positive regulation of peptidyl-tyrosine phosphorylation,http://purl.obolibrary.org/obo/GO_0050731
GO:0050732,BP,negative regulation of peptidyl-tyrosine phosphorylation,http://purl.obolibrary.org/obo/GO_0050732
GO:0050734,MF,hydroxycinnamoyltransferase activity,http://purl.obolibrary.org/obo/GO_0050734
GO:0050736,MF,O-malonyltransferase activity,http://purl.obolibrary.org/obo/GO_0050736
GO:0050737,MF,O-hydroxycinnamoyltransferase activity,http://purl.obolibrary.org/obo/GO_0050737
GO:0050738,MF,fructosyltransferase activity,http://purl.obolibrary.org/obo/GO_0050738
GO:0050764,BP,regulation of phagocytosis,http://purl.obolibrary.org/obo/GO_0050764
GO:0050766,BP,positive regulation of phagocytosis,http://purl.obolibrary.org/obo/GO_0050766
GO:0050776,BP,regulation of immune response,http://purl.obolibrary.org/obo/GO_0050776
GO:0050777,BP,negative regulation of immune response,http://purl.obolibrary.org/obo/GO_0050777
GO:0050778,BP,positive regulation of immune response,http://purl.obolibrary.org/obo/GO_0050778
GO:0050779,BP,RNA destabilization,http://purl.obolibrary.org/obo/GO_0050779
GO:0050789,BP,regulation of biological process,http://purl.obolibrary.org/obo/GO_0050789
GO:0050790,BP,regulation of catalytic activity,http://purl.obolibrary.org/obo/GO_0050790
GO:0050792,BP,regulation of viral process,http://purl.obolibrary.org/obo/GO_0050792
GO:0050793,BP,regulation of developmental process,http://purl.obolibrary.org/obo/GO_0050793
GO:0050794,BP,regulation of cellular process,http://purl.obolibrary.org/obo/GO_0050794
GO:0050795,BP,regulation of behavior,http://purl.obolibrary.org/obo/GO_0050795
GO:0050797,MF,thymidylate synthase (FAD) activity,http://purl.obolibrary.org/obo/GO_0050797
GO:0050801,BP,ion homeostasis,http://purl.obolibrary.org/obo/GO_0050801
GO:0050804,BP,modulation of chemical synaptic transmission,http://purl.obolibrary.org/obo/GO_0050804
GO:0050810,BP,regulation of steroid biosynthetic process,http://purl.obolibrary.org/obo/GO_0050810
GO:0050815,MF,phosphoserine residue binding,http://purl.obolibrary.org/obo/GO_0050815
GO:0050817,BP,coagulation,http://purl.obolibrary.org/obo/GO_0050817
GO:0050818,BP,regulation of coagulation,http://purl.obolibrary.org/obo/GO_0050818
GO:0050819,BP,negative regulation of coagulation,http://purl.obolibrary.org/obo/GO_0050819
GO:0050821,BP,protein stabilization,http://purl.obolibrary.org/obo/GO_0050821
GO:0050826,BP,response to freezing,http://purl.obolibrary.org/obo/GO_0050826
GO:0050829,BP,defense response to Gram-negative bacterium,http://purl.obolibrary.org/obo/GO_0050829
GO:0050830,BP,defense response to Gram-positive bacterium,http://purl.obolibrary.org/obo/GO_0050830
GO:0050832,BP,defense response to fungus,http://purl.obolibrary.org/obo/GO_0050832
GO:0050833,MF,pyruvate transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0050833
GO:0050839,MF,cell adhesion molecule binding,http://purl.obolibrary.org/obo/GO_0050839
GO:0050848,BP,regulation of calcium-mediated signaling,http://purl.obolibrary.org/obo/GO_0050848
GO:0050850,BP,positive regulation of calcium-mediated signaling,http://purl.obolibrary.org/obo/GO_0050850
GO:0050878,BP,regulation of body fluid levels,http://purl.obolibrary.org/obo/GO_0050878
GO:0050879,BP,multicellular organismal movement,http://purl.obolibrary.org/obo/GO_0050879
GO:0050891,BP,multicellular organismal water homeostasis,http://purl.obolibrary.org/obo/GO_0050891
GO:0050896,BP,response to stimulus,http://purl.obolibrary.org/obo/GO_0050896
GO:0050897,MF,cobalt ion binding,http://purl.obolibrary.org/obo/GO_0050897
GO:0050898,BP,nitrile metabolic process,http://purl.obolibrary.org/obo/GO_0050898
GO:0050918,BP,positive chemotaxis,http://purl.obolibrary.org/obo/GO_0050918
GO:0050982,BP,detection of mechanical stimulus,http://purl.obolibrary.org/obo/GO_0050982
GO:0050993,BP,dimethylallyl diphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0050993
GO:0050994,BP,regulation of lipid catabolic process,http://purl.obolibrary.org/obo/GO_0050994
GO:0050995,BP,negative regulation of lipid catabolic process,http://purl.obolibrary.org/obo/GO_0050995
GO:0050996,BP,positive regulation of lipid catabolic process,http://purl.obolibrary.org/obo/GO_0050996
GO:0050997,MF,quaternary ammonium group binding,http://purl.obolibrary.org/obo/GO_0050997
GO:0051002,MF,"ligase activity, forming nitrogen-metal bonds",http://purl.obolibrary.org/obo/GO_0051002
GO:0051003,MF,"ligase activity, forming nitrogen-metal bonds, forming coordination complexes",http://purl.obolibrary.org/obo/GO_0051003
GO:0051010,MF,microtubule plus-end binding,http://purl.obolibrary.org/obo/GO_0051010
GO:0051011,MF,microtubule minus-end binding,http://purl.obolibrary.org/obo/GO_0051011
GO:0051012,BP,microtubule sliding,http://purl.obolibrary.org/obo/GO_0051012
GO:0051013,BP,microtubule severing,http://purl.obolibrary.org/obo/GO_0051013
GO:0051014,BP,actin filament severing,http://purl.obolibrary.org/obo/GO_0051014
GO:0051015,MF,actin filament binding,http://purl.obolibrary.org/obo/GO_0051015
GO:0051016,BP,barbed-end actin filament capping,http://purl.obolibrary.org/obo/GO_0051016
GO:0051017,BP,actin filament bundle assembly,http://purl.obolibrary.org/obo/GO_0051017
GO:0051018,MF,protein kinase A binding,http://purl.obolibrary.org/obo/GO_0051018
GO:0051019,MF,mitogen-activated protein kinase binding,http://purl.obolibrary.org/obo/GO_0051019
GO:0051020,MF,GTPase binding,http://purl.obolibrary.org/obo/GO_0051020
GO:0051026,BP,chiasma assembly,http://purl.obolibrary.org/obo/GO_0051026
GO:0051028,BP,mRNA transport,http://purl.obolibrary.org/obo/GO_0051028
GO:0051031,BP,tRNA transport,http://purl.obolibrary.org/obo/GO_0051031
GO:0051046,BP,regulation of secretion,http://purl.obolibrary.org/obo/GO_0051046
GO:0051047,BP,positive regulation of secretion,http://purl.obolibrary.org/obo/GO_0051047
GO:0051049,BP,regulation of transport,http://purl.obolibrary.org/obo/GO_0051049
GO:0051050,BP,positive regulation of transport,http://purl.obolibrary.org/obo/GO_0051050
GO:0051051,BP,negative regulation of transport,http://purl.obolibrary.org/obo/GO_0051051
GO:0051052,BP,regulation of DNA metabolic process,http://purl.obolibrary.org/obo/GO_0051052
GO:0051053,BP,negative regulation of DNA metabolic process,http://purl.obolibrary.org/obo/GO_0051053
GO:0051054,BP,positive regulation of DNA metabolic process,http://purl.obolibrary.org/obo/GO_0051054
GO:0051055,BP,negative regulation of lipid biosynthetic process,http://purl.obolibrary.org/obo/GO_0051055
GO:0051056,BP,regulation of small GTPase mediated signal transduction,http://purl.obolibrary.org/obo/GO_0051056
GO:0051058,BP,negative regulation of small GTPase mediated signal transduction,http://purl.obolibrary.org/obo/GO_0051058
GO:0051060,MF,pullulanase activity,http://purl.obolibrary.org/obo/GO_0051060
GO:0051069,BP,galactomannan metabolic process,http://purl.obolibrary.org/obo/GO_0051069
GO:0051070,BP,galactomannan biosynthetic process,http://purl.obolibrary.org/obo/GO_0051070
GO:0051075,MF,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity,http://purl.obolibrary.org/obo/GO_0051075
GO:0051082,MF,unfolded protein binding,http://purl.obolibrary.org/obo/GO_0051082
GO:0051083,BP,'de novo' cotranslational protein folding,http://purl.obolibrary.org/obo/GO_0051083
GO:0051084,BP,'de novo' posttranslational protein folding,http://purl.obolibrary.org/obo/GO_0051084
GO:0051085,BP,chaperone cofactor-dependent protein refolding,http://purl.obolibrary.org/obo/GO_0051085
GO:0051087,MF,chaperone binding,http://purl.obolibrary.org/obo/GO_0051087
GO:0051090,BP,regulation of DNA-binding transcription factor activity,http://purl.obolibrary.org/obo/GO_0051090
GO:0051091,BP,positive regulation of DNA-binding transcription factor activity,http://purl.obolibrary.org/obo/GO_0051091
GO:0051093,BP,negative regulation of developmental process,http://purl.obolibrary.org/obo/GO_0051093
GO:0051094,BP,positive regulation of developmental process,http://purl.obolibrary.org/obo/GO_0051094
GO:0051098,BP,regulation of binding,http://purl.obolibrary.org/obo/GO_0051098
GO:0051099,BP,positive regulation of binding,http://purl.obolibrary.org/obo/GO_0051099
GO:0051100,BP,negative regulation of binding,http://purl.obolibrary.org/obo/GO_0051100
GO:0051101,BP,regulation of DNA binding,http://purl.obolibrary.org/obo/GO_0051101
GO:0051103,BP,DNA ligation involved in DNA repair,http://purl.obolibrary.org/obo/GO_0051103
GO:0051117,MF,ATPase binding,http://purl.obolibrary.org/obo/GO_0051117
GO:0051119,MF,sugar transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0051119
GO:0051123,BP,RNA polymerase II preinitiation complex assembly,http://purl.obolibrary.org/obo/GO_0051123
GO:0051125,BP,regulation of actin nucleation,http://purl.obolibrary.org/obo/GO_0051125
GO:0051127,BP,positive regulation of actin nucleation,http://purl.obolibrary.org/obo/GO_0051127
GO:0051128,BP,regulation of cellular component organization,http://purl.obolibrary.org/obo/GO_0051128
GO:0051129,BP,negative regulation of cellular component organization,http://purl.obolibrary.org/obo/GO_0051129
GO:0051130,BP,positive regulation of cellular component organization,http://purl.obolibrary.org/obo/GO_0051130
GO:0051131,BP,chaperone-mediated protein complex assembly,http://purl.obolibrary.org/obo/GO_0051131
GO:0051139,MF,metal ion:proton antiporter activity,http://purl.obolibrary.org/obo/GO_0051139
GO:0051156,BP,glucose 6-phosphate metabolic process,http://purl.obolibrary.org/obo/GO_0051156
GO:0051168,BP,nuclear export,http://purl.obolibrary.org/obo/GO_0051168
GO:0051169,BP,nuclear transport,http://purl.obolibrary.org/obo/GO_0051169
GO:0051170,BP,import into nucleus,http://purl.obolibrary.org/obo/GO_0051170
GO:0051174,BP,regulation of phosphorus metabolic process,http://purl.obolibrary.org/obo/GO_0051174
GO:0051175,BP,negative regulation of sulfur metabolic process,http://purl.obolibrary.org/obo/GO_0051175
GO:0051176,BP,positive regulation of sulfur metabolic process,http://purl.obolibrary.org/obo/GO_0051176
GO:0051177,BP,meiotic sister chromatid cohesion,http://purl.obolibrary.org/obo/GO_0051177
GO:0051179,BP,localization,http://purl.obolibrary.org/obo/GO_0051179
GO:0051180,BP,vitamin transport,http://purl.obolibrary.org/obo/GO_0051180
GO:0051189,BP,prosthetic group metabolic process,http://purl.obolibrary.org/obo/GO_0051189
GO:0051192,MF,prosthetic group binding,http://purl.obolibrary.org/obo/GO_0051192
GO:0051202,BP,phytochromobilin metabolic process,http://purl.obolibrary.org/obo/GO_0051202
GO:0051204,BP,protein insertion into mitochondrial membrane,http://purl.obolibrary.org/obo/GO_0051204
GO:0051205,BP,protein insertion into membrane,http://purl.obolibrary.org/obo/GO_0051205
GO:0051208,BP,sequestering of calcium ion,http://purl.obolibrary.org/obo/GO_0051208
GO:0051209,BP,release of sequestered calcium ion into cytosol,http://purl.obolibrary.org/obo/GO_0051209
GO:0051211,BP,anisotropic cell growth,http://purl.obolibrary.org/obo/GO_0051211
GO:0051213,MF,dioxygenase activity,http://purl.obolibrary.org/obo/GO_0051213
GO:0051214,BP,RNAi-mediated antiviral immunity against RNA virus,http://purl.obolibrary.org/obo/GO_0051214
GO:0051219,MF,phosphoprotein binding,http://purl.obolibrary.org/obo/GO_0051219
GO:0051220,BP,cytoplasmic sequestering of protein,http://purl.obolibrary.org/obo/GO_0051220
GO:0051222,BP,positive regulation of protein transport,http://purl.obolibrary.org/obo/GO_0051222
GO:0051223,BP,regulation of protein transport,http://purl.obolibrary.org/obo/GO_0051223
GO:0051224,BP,negative regulation of protein transport,http://purl.obolibrary.org/obo/GO_0051224
GO:0051225,BP,spindle assembly,http://purl.obolibrary.org/obo/GO_0051225
GO:0051228,BP,mitotic spindle disassembly,http://purl.obolibrary.org/obo/GO_0051228
GO:0051230,BP,spindle disassembly,http://purl.obolibrary.org/obo/GO_0051230
GO:0051231,BP,spindle elongation,http://purl.obolibrary.org/obo/GO_0051231
GO:0051233,CC,spindle midzone,http://purl.obolibrary.org/obo/GO_0051233
GO:0051234,BP,establishment of localization,http://purl.obolibrary.org/obo/GO_0051234
GO:0051235,BP,maintenance of location,http://purl.obolibrary.org/obo/GO_0051235
GO:0051236,BP,establishment of RNA localization,http://purl.obolibrary.org/obo/GO_0051236
GO:0051238,BP,sequestering of metal ion,http://purl.obolibrary.org/obo/GO_0051238
GO:0051239,BP,regulation of multicellular organismal process,http://purl.obolibrary.org/obo/GO_0051239
GO:0051240,BP,positive regulation of multicellular organismal process,http://purl.obolibrary.org/obo/GO_0051240
GO:0051241,BP,negative regulation of multicellular organismal process,http://purl.obolibrary.org/obo/GO_0051241
GO:0051245,BP,negative regulation of cellular defense response,http://purl.obolibrary.org/obo/GO_0051245
GO:0051246,BP,regulation of protein metabolic process,http://purl.obolibrary.org/obo/GO_0051246
GO:0051247,BP,positive regulation of protein metabolic process,http://purl.obolibrary.org/obo/GO_0051247
GO:0051248,BP,negative regulation of protein metabolic process,http://purl.obolibrary.org/obo/GO_0051248
GO:0051252,BP,regulation of RNA metabolic process,http://purl.obolibrary.org/obo/GO_0051252
GO:0051253,BP,negative regulation of RNA metabolic process,http://purl.obolibrary.org/obo/GO_0051253
GO:0051254,BP,positive regulation of RNA metabolic process,http://purl.obolibrary.org/obo/GO_0051254
GO:0051258,BP,protein polymerization,http://purl.obolibrary.org/obo/GO_0051258
GO:0051259,BP,protein complex oligomerization,http://purl.obolibrary.org/obo/GO_0051259
GO:0051260,BP,protein homooligomerization,http://purl.obolibrary.org/obo/GO_0051260
GO:0051261,BP,protein depolymerization,http://purl.obolibrary.org/obo/GO_0051261
GO:0051262,BP,protein tetramerization,http://purl.obolibrary.org/obo/GO_0051262
GO:0051266,MF,sirohydrochlorin ferrochelatase activity,http://purl.obolibrary.org/obo/GO_0051266
GO:0051267,MF,CP2 mannose-ethanolamine phosphotransferase activity,http://purl.obolibrary.org/obo/GO_0051267
GO:0051273,BP,beta-glucan metabolic process,http://purl.obolibrary.org/obo/GO_0051273
GO:0051274,BP,beta-glucan biosynthetic process,http://purl.obolibrary.org/obo/GO_0051274
GO:0051275,BP,beta-glucan catabolic process,http://purl.obolibrary.org/obo/GO_0051275
GO:0051276,BP,chromosome organization,http://purl.obolibrary.org/obo/GO_0051276
GO:0051282,BP,regulation of sequestering of calcium ion,http://purl.obolibrary.org/obo/GO_0051282
GO:0051283,BP,negative regulation of sequestering of calcium ion,http://purl.obolibrary.org/obo/GO_0051283
GO:0051286,CC,cell tip,http://purl.obolibrary.org/obo/GO_0051286
GO:0051287,MF,NAD binding,http://purl.obolibrary.org/obo/GO_0051287
GO:0051289,BP,protein homotetramerization,http://purl.obolibrary.org/obo/GO_0051289
GO:0051290,BP,protein heterotetramerization,http://purl.obolibrary.org/obo/GO_0051290
GO:0051291,BP,protein heterooligomerization,http://purl.obolibrary.org/obo/GO_0051291
GO:0051293,BP,establishment of spindle localization,http://purl.obolibrary.org/obo/GO_0051293
GO:0051294,BP,establishment of spindle orientation,http://purl.obolibrary.org/obo/GO_0051294
GO:0051295,BP,establishment of meiotic spindle localization,http://purl.obolibrary.org/obo/GO_0051295
GO:0051301,BP,cell division,http://purl.obolibrary.org/obo/GO_0051301
GO:0051302,BP,regulation of cell division,http://purl.obolibrary.org/obo/GO_0051302
GO:0051303,BP,establishment of chromosome localization,http://purl.obolibrary.org/obo/GO_0051303
GO:0051304,BP,chromosome separation,http://purl.obolibrary.org/obo/GO_0051304
GO:0051306,BP,mitotic sister chromatid separation,http://purl.obolibrary.org/obo/GO_0051306
GO:0051307,BP,meiotic chromosome separation,http://purl.obolibrary.org/obo/GO_0051307
GO:0051310,BP,metaphase plate congression,http://purl.obolibrary.org/obo/GO_0051310
GO:0051311,BP,meiotic metaphase plate congression,http://purl.obolibrary.org/obo/GO_0051311
GO:0051315,BP,attachment of mitotic spindle microtubules to kinetochore,http://purl.obolibrary.org/obo/GO_0051315
GO:0051316,BP,attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation,http://purl.obolibrary.org/obo/GO_0051316
GO:0051321,BP,meiotic cell cycle,http://purl.obolibrary.org/obo/GO_0051321
GO:0051336,BP,regulation of hydrolase activity,http://purl.obolibrary.org/obo/GO_0051336
GO:0051338,BP,regulation of transferase activity,http://purl.obolibrary.org/obo/GO_0051338
GO:0051341,BP,regulation of oxidoreductase activity,http://purl.obolibrary.org/obo/GO_0051341
GO:0051345,BP,positive regulation of hydrolase activity,http://purl.obolibrary.org/obo/GO_0051345
GO:0051346,BP,negative regulation of hydrolase activity,http://purl.obolibrary.org/obo/GO_0051346
GO:0051347,BP,positive regulation of transferase activity,http://purl.obolibrary.org/obo/GO_0051347
GO:0051348,BP,negative regulation of transferase activity,http://purl.obolibrary.org/obo/GO_0051348
GO:0051353,BP,positive regulation of oxidoreductase activity,http://purl.obolibrary.org/obo/GO_0051353
GO:0051354,BP,negative regulation of oxidoreductase activity,http://purl.obolibrary.org/obo/GO_0051354
GO:0051365,BP,cellular response to potassium ion starvation,http://purl.obolibrary.org/obo/GO_0051365
GO:0051377,MF,mannose-ethanolamine phosphotransferase activity,http://purl.obolibrary.org/obo/GO_0051377
GO:0051382,BP,kinetochore assembly,http://purl.obolibrary.org/obo/GO_0051382
GO:0051383,BP,kinetochore organization,http://purl.obolibrary.org/obo/GO_0051383
GO:0051403,BP,stress-activated MAPK cascade,http://purl.obolibrary.org/obo/GO_0051403
GO:0051410,BP,detoxification of nitrogen compound,http://purl.obolibrary.org/obo/GO_0051410
GO:0051415,BP,microtubule nucleation by interphase microtubule organizing center,http://purl.obolibrary.org/obo/GO_0051415
GO:0051418,BP,microtubule nucleation by microtubule organizing center,http://purl.obolibrary.org/obo/GO_0051418
GO:0051427,MF,hormone receptor binding,http://purl.obolibrary.org/obo/GO_0051427
GO:0051428,MF,peptide hormone receptor binding,http://purl.obolibrary.org/obo/GO_0051428
GO:0051438,BP,regulation of ubiquitin-protein transferase activity,http://purl.obolibrary.org/obo/GO_0051438
GO:0051443,BP,positive regulation of ubiquitin-protein transferase activity,http://purl.obolibrary.org/obo/GO_0051443
GO:0051444,BP,negative regulation of ubiquitin-protein transferase activity,http://purl.obolibrary.org/obo/GO_0051444
GO:0051445,BP,regulation of meiotic cell cycle,http://purl.obolibrary.org/obo/GO_0051445
GO:0051446,BP,positive regulation of meiotic cell cycle,http://purl.obolibrary.org/obo/GO_0051446
GO:0051447,BP,negative regulation of meiotic cell cycle,http://purl.obolibrary.org/obo/GO_0051447
GO:0051452,BP,intracellular pH reduction,http://purl.obolibrary.org/obo/GO_0051452
GO:0051453,BP,regulation of intracellular pH,http://purl.obolibrary.org/obo/GO_0051453
GO:0051455,BP,monopolar spindle attachment to meiosis I kinetochore,http://purl.obolibrary.org/obo/GO_0051455
GO:0051457,BP,maintenance of protein location in nucleus,http://purl.obolibrary.org/obo/GO_0051457
GO:0051469,BP,vesicle fusion with vacuole,http://purl.obolibrary.org/obo/GO_0051469
GO:0051478,BP,mannosylglycerate metabolic process,http://purl.obolibrary.org/obo/GO_0051478
GO:0051479,BP,mannosylglycerate biosynthetic process,http://purl.obolibrary.org/obo/GO_0051479
GO:0051480,BP,regulation of cytosolic calcium ion concentration,http://purl.obolibrary.org/obo/GO_0051480
GO:0051483,BP,"terpenoid biosynthetic process, mevalonate-independent",http://purl.obolibrary.org/obo/GO_0051483
GO:0051484,BP,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process",http://purl.obolibrary.org/obo/GO_0051484
GO:0051493,BP,regulation of cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0051493
GO:0051494,BP,negative regulation of cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0051494
GO:0051495,BP,positive regulation of cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0051495
GO:0051498,MF,syn-copalyl diphosphate synthase activity,http://purl.obolibrary.org/obo/GO_0051498
GO:0051499,MF,D-aminoacyl-tRNA deacylase activity,http://purl.obolibrary.org/obo/GO_0051499
GO:0051500,MF,D-tyrosyl-tRNA(Tyr) deacylase activity,http://purl.obolibrary.org/obo/GO_0051500
GO:0051501,BP,diterpene phytoalexin metabolic process,http://purl.obolibrary.org/obo/GO_0051501
GO:0051502,BP,diterpene phytoalexin biosynthetic process,http://purl.obolibrary.org/obo/GO_0051502
GO:0051503,BP,adenine nucleotide transport,http://purl.obolibrary.org/obo/GO_0051503
GO:0051507,MF,beta-sitosterol UDP-glucosyltransferase activity,http://purl.obolibrary.org/obo/GO_0051507
GO:0051510,BP,regulation of unidimensional cell growth,http://purl.obolibrary.org/obo/GO_0051510
GO:0051511,BP,negative regulation of unidimensional cell growth,http://purl.obolibrary.org/obo/GO_0051511
GO:0051512,BP,positive regulation of unidimensional cell growth,http://purl.obolibrary.org/obo/GO_0051512
GO:0051513,BP,regulation of monopolar cell growth,http://purl.obolibrary.org/obo/GO_0051513
GO:0051536,MF,iron-sulfur cluster binding,http://purl.obolibrary.org/obo/GO_0051536
GO:0051537,MF,"2 iron, 2 sulfur cluster binding",http://purl.obolibrary.org/obo/GO_0051537
GO:0051539,MF,"4 iron, 4 sulfur cluster binding",http://purl.obolibrary.org/obo/GO_0051539
GO:0051540,MF,metal cluster binding,http://purl.obolibrary.org/obo/GO_0051540
GO:0051552,BP,flavone metabolic process,http://purl.obolibrary.org/obo/GO_0051552
GO:0051553,BP,flavone biosynthetic process,http://purl.obolibrary.org/obo/GO_0051553
GO:0051554,BP,flavonol metabolic process,http://purl.obolibrary.org/obo/GO_0051554
GO:0051555,BP,flavonol biosynthetic process,http://purl.obolibrary.org/obo/GO_0051555
GO:0051558,BP,phlobaphene metabolic process,http://purl.obolibrary.org/obo/GO_0051558
GO:0051559,BP,phlobaphene biosynthetic process,http://purl.obolibrary.org/obo/GO_0051559
GO:0051560,BP,mitochondrial calcium ion homeostasis,http://purl.obolibrary.org/obo/GO_0051560
GO:0051562,BP,negative regulation of mitochondrial calcium ion concentration,http://purl.obolibrary.org/obo/GO_0051562
GO:0051566,MF,anthocyanidin-3-glucoside rhamnosyltransferase activity,http://purl.obolibrary.org/obo/GO_0051566
GO:0051575,MF,5'-deoxyribose-5-phosphate lyase activity,http://purl.obolibrary.org/obo/GO_0051575
GO:0051588,BP,regulation of neurotransmitter transport,http://purl.obolibrary.org/obo/GO_0051588
GO:0051592,BP,response to calcium ion,http://purl.obolibrary.org/obo/GO_0051592
GO:0051595,BP,response to methylglyoxal,http://purl.obolibrary.org/obo/GO_0051595
GO:0051596,BP,methylglyoxal catabolic process,http://purl.obolibrary.org/obo/GO_0051596
GO:0051598,BP,meiotic recombination checkpoint signaling,http://purl.obolibrary.org/obo/GO_0051598
GO:0051601,BP,exocyst localization,http://purl.obolibrary.org/obo/GO_0051601
GO:0051602,BP,response to electrical stimulus,http://purl.obolibrary.org/obo/GO_0051602
GO:0051603,BP,proteolysis involved in cellular protein catabolic process,http://purl.obolibrary.org/obo/GO_0051603
GO:0051604,BP,protein maturation,http://purl.obolibrary.org/obo/GO_0051604
GO:0051606,BP,detection of stimulus,http://purl.obolibrary.org/obo/GO_0051606
GO:0051607,BP,defense response to virus,http://purl.obolibrary.org/obo/GO_0051607
GO:0051608,BP,histamine transport,http://purl.obolibrary.org/obo/GO_0051608
GO:0051639,BP,actin filament network formation,http://purl.obolibrary.org/obo/GO_0051639
GO:0051640,BP,organelle localization,http://purl.obolibrary.org/obo/GO_0051640
GO:0051641,BP,cellular localization,http://purl.obolibrary.org/obo/GO_0051641
GO:0051643,BP,endoplasmic reticulum localization,http://purl.obolibrary.org/obo/GO_0051643
GO:0051644,BP,plastid localization,http://purl.obolibrary.org/obo/GO_0051644
GO:0051645,BP,Golgi localization,http://purl.obolibrary.org/obo/GO_0051645
GO:0051646,BP,mitochondrion localization,http://purl.obolibrary.org/obo/GO_0051646
GO:0051647,BP,nucleus localization,http://purl.obolibrary.org/obo/GO_0051647
GO:0051648,BP,vesicle localization,http://purl.obolibrary.org/obo/GO_0051648
GO:0051649,BP,establishment of localization in cell,http://purl.obolibrary.org/obo/GO_0051649
GO:0051650,BP,establishment of vesicle localization,http://purl.obolibrary.org/obo/GO_0051650
GO:0051651,BP,maintenance of location in cell,http://purl.obolibrary.org/obo/GO_0051651
GO:0051653,BP,spindle localization,http://purl.obolibrary.org/obo/GO_0051653
GO:0051656,BP,establishment of organelle localization,http://purl.obolibrary.org/obo/GO_0051656
GO:0051665,BP,membrane raft localization,http://purl.obolibrary.org/obo/GO_0051665
GO:0051667,BP,establishment of plastid localization,http://purl.obolibrary.org/obo/GO_0051667
GO:0051668,BP,localization within membrane,http://purl.obolibrary.org/obo/GO_0051668
GO:0051682,BP,galactomannan catabolic process,http://purl.obolibrary.org/obo/GO_0051682
GO:0051693,BP,actin filament capping,http://purl.obolibrary.org/obo/GO_0051693
GO:0051701,BP,biological process involved in interaction with host,http://purl.obolibrary.org/obo/GO_0051701
GO:0051702,BP,biological process involved in interaction with symbiont,http://purl.obolibrary.org/obo/GO_0051702
GO:0051703,BP,biological process involved in intraspecies interaction between organisms,http://purl.obolibrary.org/obo/GO_0051703
GO:0051707,BP,response to other organism,http://purl.obolibrary.org/obo/GO_0051707
GO:0051709,BP,regulation of killing of cells of other organism,http://purl.obolibrary.org/obo/GO_0051709
GO:0051715,BP,cytolysis in other organism,http://purl.obolibrary.org/obo/GO_0051715
GO:0051716,BP,cellular response to stimulus,http://purl.obolibrary.org/obo/GO_0051716
GO:0051717,MF,"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity",http://purl.obolibrary.org/obo/GO_0051717
GO:0051718,MF,"DNA (cytosine-5-)-methyltransferase activity, acting on CpG substrates",http://purl.obolibrary.org/obo/GO_0051718
GO:0051719,MF,"DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates",http://purl.obolibrary.org/obo/GO_0051719
GO:0051720,MF,"DNA (cytosine-5-)-methyltransferase activity, acting on CpNpG substrates",http://purl.obolibrary.org/obo/GO_0051720
GO:0051721,MF,protein phosphatase 2A binding,http://purl.obolibrary.org/obo/GO_0051721
GO:0051722,MF,protein C-terminal methylesterase activity,http://purl.obolibrary.org/obo/GO_0051722
GO:0051723,MF,protein methylesterase activity,http://purl.obolibrary.org/obo/GO_0051723
